sl,id,source_sentence,paraphrased_sentence
178683,158555,দৈনিক শনাক্ত হচ্ছে গড়ে ৪০ জনের বেশি,গড়ে প্রতিদিন 40 জনেরও বেশি লোককে চিহ্নিত করা হয়।
102897,77836,তবে অনেক সময় এই ছন্দের ব্যত্যয় ঘটতে দেখা যায়,কিন্তু অনেক সময় এই ছন্দে বিঘ্ন ঘটে।
70052,42818, ভ্যাজাইনাল এরিয়ার বাইরে সাবান বা জেল দিয়ে পরিষ্কার করলেও ভ্যাজাইনাল এরিয়ার ভেতরে কোনো ধরনের কেমিক্যাল দিয়ে ধোবেন না,"সাবান বা জেল দিয়ে যোনিপথের বাইরের অংশ পরিষ্কার করার সময়, কোনও রাসায়নিক দিয়ে যোনি এলাকার ভিতরের অংশ ধুয়ে ফেলবেন না।"
170689,150213,জিরাপানি জিরা দেহে রক্তের সঞ্চালন বাড়িয়ে দীর্ঘ সময়ের জন্য শরীর উষ্ণ রাখতে সাহায্য করে,জিরা শরীরে রক্ত ​​সঞ্চালন বাড়ায় এবং শরীরকে দীর্ঘ সময় গরম রাখতে সাহায্য করে।
28711,34091, তারপর আবার নতুন করে এক দিয়ে শুরু করুন,তারপর নতুন করে শুরু করুন।
18635,22122,ইসলামের পাঁচটি স্তম্ভের মধ্যে তৃতীয় হলো রমজান মাসের রোজা,রমজান মাসে রোজা রাখা ইসলামের পাঁচটি স্তম্ভের তৃতীয়।
86104,59866,এটি আমরা বলে থাকি মায়োকার্ডিয়াল ইনফ্রাকশন নো অবস্ট্রাকটিভ করোনারি অ্যাথেরোসেক্লেরোসিস মিনোকা,একে আমরা মায়োকার্ডিয়াল ইনফার্কশন নো অবস্ট্রাকটিভ করোনারি এথেরোস্ক্লেরোসিস মিনোকা বলি।
199760,179654,কাগজপত্র নবায়ন না থাকাসহ বিভিন্ন অনিয়মের অভিযোগে চাঁদপুরে দুইটি হাসপাতল সীলগালা এবং একটিকে ৫০ হাজার টাকা জরিমানা করেছে ভ্রাম্যমাণ আদালত,কাগজপত্র নবায়ন না করাসহ বিভিন্ন অনিয়মের দায়ে চাঁদপুরে দুটি হাসপাতাল সিলগালা ও ৫০ হাজার টাকা জরিমানা করেছে ভ্রাম্যমাণ আদালত।
30281,325,স্কোপোলামিনের প্রভাবে স্বামীস্ত্রী প্রেমিকপ্রেমিকা সত্যি সাময়িক স্টিউপর  Stuporous Condition হয়ে যায় বুদ্ধিবিবেচনা হারিয়ে ফেলেন এবং উন্মাদের মতো আচরণ করেন,"স্কোপোলামিনের প্রভাবের অধীনে, স্ত্রী প্রেমিকা সত্যিকারের অস্থায়ী মূর্খ হয়ে ওঠে - অবস্থা, চেতনা হারায় এবং পাগলের মতো আচরণ করে।"
177029,156893,দেশের তরুণ সার্জনদের রোবটিক সার্জারির বিষয়ে ফেলোশিপ করাসহ রোবটিক সার্জারিতে উদ্ধুদ্ধ করতে আগামী ৫ জুলাই রংপুরে বৈজ্ঞানিক সেমিনার অনুষ্ঠিত হবে,দেশের তরুণ সার্জনদের রোবোটিক সার্জারিতে ফেলোশিপ পেতে এবং রোবোটিক সার্জারির প্রচারে উৎসাহিত করতে রংপুরে ৫ জুলাই একটি বৈজ্ঞানিক সেমিনার অনুষ্ঠিত হবে।
28058,33360, টাইপ ওয়ান ডায়াবেটিস ও টাইপ টু ডায়াবেটিস,টাইপ ওয়ান ডায়াবেটিস এবং টাইপ টু ডায়াবেটিস।
103289,78250,সব ঋতুতেই এই সমস্যা দেখা দিতে পারে,এই সমস্যা সব ঋতুতেই হতে পারে।
113971,89603,আয়োডিনের অভাবগ্রস্ত শিশুরা অন্যান্য শিশুর চেয়ে বেশিমাত্রায় অপুষ্টিজনিত সমস্যায় ভোগে এবং তাদের রোগপ্রতিরোধ ক্ষমতাও কম থাকে,অন্যান্য শিশুদের তুলনায় আয়োডিনের অভাবজনিত শিশুরা অপুষ্টিতে ভুগছে এবং তাদের রোগ প্রতিরোধ ক্ষমতা কম।
106878,82107,কিন্তু গত ৩ দিন আগে হঠাৎ করে বামপাশে দুর্বল ও অবশ হয়ে গেছে,কিন্তু গত ৩ দিন আগে হঠাৎ করে বাম পাশ দুর্বল ও অবশ হয়ে পড়ে।
16810,19901,ন্যাচারাল ভেন্টিলেশন: এই সময়ে বেশি প্রয়োজন ঘরগুলো খোলামেলা রাখা,প্রাকৃতিক বায়ুচলাচল: এ সময় ঘরগুলো খোলা রাখা বেশি প্রয়োজন।
41786,12631,২০২২ সালে তা ৫০ শতাংশে নেমে আসে,2022 সালে তা 50 শতাংশে নেমে আসে।
118639,94564,পাশাপাশি ধূমায়িত এবং দূষিত পরিবেশ পরিত্যাগ করে চলা ধূমপান পরিত্যাগ করা ঘুমানোর সময় মাথা উঁচু রাখা যাতে সাইনাস নিজে থেকেই পরিষ্কার হতে পারে নাকে খুব জোরে আঘাত লাগতে না দেয়া ইত্যাদি বিষয়ে খেয়াল রাখতে হবে,"এছাড়াও, ধোঁয়া ও দূষিত পরিবেশ এড়াতে, ধূমপান ছেড়ে দিতে, ঘুমানোর সময় মাথা উঁচু করে রাখতে হবে যাতে সাইনাসগুলি নিজে থেকেই পরিষ্কার হয়ে যায়, নাকে খুব বেশি আঘাত না করে ইত্যাদি।"
84526,58197,মাইটোকন্ড্রিয়াল রোগগুলো যাদের আছে তাদের সবকটি ১০০ শতাংশ সন্তানই এ রোগে আক্রান্ত হবে,মাইটোকন্ড্রিয়াল রোগে আক্রান্ত 100% শিশু এই রোগটি বিকাশ করবে।
158865,137452,চুলকানি ও জ্বালা কমানোর জন্য বেবি ট্যালকম পাউডার ব্যবহার করা যেতে পারে,চুলকানি এবং জ্বালা কমাতে ট্যালকম পাউডার ব্যবহার করা যেতে পারে।
172611,152280,এ ছাড়া ফিটকিরি ও পানি বিশুদ্ধকরণ ট্যাবলেট ব্যবহার করা যেতে পারে,এ ছাড়া ফিতারি ও পানি বিশুদ্ধকরণ ট্যাবলেট ব্যবহার করা যেতে পারে।
88118,62001,কিডনির স্বাস্থ্য পরীক্ষায় তাই চিকিৎসকরা শরীরে কতটুকু ক্রিয়েটিনিন আছে সেটা জানার চেষ্টা করে,কিডনির স্বাস্থ্য পরীক্ষায় চিকিৎসকেরা জানার চেষ্টা করেন শরীরে কতটা ক্রিয়েটিনিন আছে।
174512,154331,এরপর আস্তে আস্তে পা থেকে ধীরে ধীরে মালিশ শুরু করুন,তারপর ধীরে ধীরে পা থেকে উপরের দিকে ম্যাসাজ করা শুরু করুন।
70897,43713,অনেকের ক্ষেত্রে অপুষ্টিজনিত দৈহিক বৃদ্ধিহীনতাও এর একটি কারণ হতে পারে,অনেক ক্ষেত্রে অপুষ্টির কারণে স্টান্টিংও একটি কারণ হতে পারে।
72719,45651,লেখক  সহযোগী অধ্যাপক এন্ডোক্রাইনোলজি বিভাগ বঙ্গবন্ধু শেখ মুজিব মেডিকেল বিশ্ববিদ্যালয় ঢাকা,লেখক এন্ডোক্রাইনোলজি বিভাগের সহযোগী অধ্যাপক বঙ্গবন্ধু শেখ মুজিব মেডিকেল বিশ্ববিদ্যালয় ঢাকা
193878,173772,ডায়াবেটিস দীর্ঘদিন রাতে না ঘুমানো বা কম ঘুমানোর ফলে শরীরে ইনসুলিন উৎপাদন ব্যাহত হয়,ডায়াবেটিস: দীর্ঘ সময় ধরে অনিদ্রা বা ঘুমের অভাব শরীরের ইনসুলিন উৎপাদনে ব্যাঘাত ঘটায়।
40601,11359,রাস্তাঘাটের যে কোনো জায়গা থেকে পানি খাবেন না,রাস্তার যেকোনো জায়গা থেকে পানি পান করুন।
100198,74894,মশার কামড় থেকে বাঁচতে ঘুমানোর সময় মশারি ব্যবহার করতে হবে,মশার কামড় এড়াতে ঘুমানোর সময় মশারি ব্যবহার করতে হবে।
190745,170639,ঘর থেকে বের হওয়ার আগে এবং রোদ থেকে ঘরে এসে ত্বকের যত্ন নিতে হবে,ঘর থেকে বের হওয়ার আগে এবং রোদ থেকে বাসায় আসার পর ত্বকের যত্ন নিতে হবে।
124837,101232,এর মূল কারণ সূর্যের আলো,এর প্রধান কারণ সূর্যের আলো।
148664,126441,বিশ্বে প্রতিবছর লাখ লাখ ব্যক্তি অস্টিওপোরোসিসজনিত হাড় ভাঙার শিকার হয়ে শয্যাশায়ী হন,অস্টিওপোরোসিস-সম্পর্কিত ফ্র্যাকচারের কারণে বিশ্বব্যাপী লক্ষ লক্ষ মানুষ প্রতি বছর শয্যাশায়ী হয়।
54394,26105,উদ্ভিজ্জ উৎস থেকেই কেবল ননহিম আয়রন পাওয়া যায়,ননহেম আয়রন শুধুমাত্র উদ্ভিদ উৎস থেকে পাওয়া যায়।
62519,34821,এ রোগের নানা জটিলতায় আক্রান্ত হওয়ার আশঙ্কা অনেক বেশি,এ রোগের বিভিন্ন জটিলতায় আক্রান্ত হওয়ার আশঙ্কা অনেক বেশি।
154265,132443,কিডনি লিভার ও হার্টে জটিলতা থাকলে,"আপনার যদি কিডনি, লিভার এবং হার্টের জটিলতা থাকে"
126572,103065,রোগীরে সেবায় আরও নিয়োজিত থাকবেন আন্তর্জাতিক পর্যায়ে প্রশিক্ষিত নার্সরা,আন্তর্জাতিকভাবে প্রশিক্ষিত নার্সরা রোগীর পরিচর্যায় আরও যুক্ত হবে।
169348,148785,তবে নিয়মিত নাভি সাবানপানি দিয়ে পরিষ্কার রাখলে পাথর সৃষ্টি হয় না,তবে নিয়মিত সাবান ও পানি দিয়ে নাভি পরিষ্কার করলে পাথর হবে না।
155288,133573,ঠান্ডা আমেজ পেতে চাইলে অর্থাৎ ফ্রিজে রাখতে হলে এমন পাত্রে ডিটক্স ওয়াটার তৈরি করবেন যেটির মুখ খুব ভালোভাবে আটকানো যায়,"আপনি যদি একটি ঠান্ডা অনুভূতি পেতে চান, অর্থাৎ, আপনি যদি এটি ফ্রিজে রাখতে চান তবে একটি পাত্রে ডিটক্স জল প্রস্তুত করুন যা শক্তভাবে বন্ধ করা যেতে পারে।"
97527,72014,ফলিক অ্যাসিড টাটকা শাকসবজিতে পাওয়া যায় ভিটামিন বি১২ লিভার মাছ ডিম ছত্রাক ও শস্যজাতীয় খাদ্যের মধ্যে পাওয়া যায়,"ফলিক অ্যাসিড পাওয়া যায় তাজা শাকসবজিতে, ভিটামিন বি১২ পাওয়া যায় লিভার, মাছ, ডিম, মাশরুম এবং গোটা শস্যে।"
195431,175325,ক্লান্ত লাগা বার বার প্রস্রাবের ফলে শরীর থেকে অতিরিক্ত পরিমাণে শর্করা এবং বিভিন্ন খনিজ বেরিয়ে গেলে ক্লান্ত লাগা স্বাভাবিক,ক্লান্তি ঘন ঘন প্রস্রাবের কারণে শরীর থেকে অতিরিক্ত পরিমাণে শর্করা এবং বিভিন্ন খনিজ পদার্থ বের হয়ে গেলে ক্লান্ত বোধ হওয়া স্বাভাবিক।
151419,129379,সাধারণত স্টেরয়েডজাতীয় ওষুধ ও ভিটামিন বি১২ ভিটামিন বি৬ বি১ ইত্যাদি দিয়ে চিকিৎসা করা হয়,"সাধারণত স্টেরয়েড জাতীয় ওষুধ এবং ভিটামিন B12, B6, B1 ইত্যাদি দিয়ে চিকিত্সা করা হয়।"
15141,17897, যেন প্রান্তিক পর্যায়ের মানুষ সহজে প্রাথমিক স্বাস্থ্যসেবা পায়,যাতে প্রান্তিক জনগোষ্ঠী সহজে প্রাথমিক স্বাস্থ্যসেবা পায়।
22676,26981, ১০০ গ্রাম ওজনের একটি চকোলেটের বারে ৩.৩ মিলিগ্রাম জিংক থাকে,একটি 100 গ্রাম চকোলেট বারে 3.3 মিলিগ্রাম জিঙ্ক থাকে।
29734,35269," এছাড়াও সরকারি, বেসরকারি ও উন্নয়ন সহযোগী সংস্থার প্রতিনিধিবৃন্দ তাদের বক্তব্যে মানুষের এ ক্ষতিকর অভ্যাস পরিত্যাগের আহবান জানান","এ ছাড়া সরকারি, বেসরকারি ও উন্নয়ন সহায়তা সংস্থার প্রতিনিধিরা তাদের বক্তব্যে জনগণকে এই ক্ষতিকর অভ্যাস ত্যাগ করার আহ্বান জানান।"
3064,3606," বিশেষজ্ঞদের মতে, জীবনাচরণ পরিবর্তনের পাশাপাশি ৭ থেকে ১০ শতাংশ শরীরের ওজন হ্রাস করাই ফ্যাটি লিভার প্রতিরোধের মূলমন্ত্র","বিশেষজ্ঞদের মতে, ফ্যাটি লিভার প্রতিরোধের চাবিকাঠি হল জীবনযাত্রার পরিবর্তনের সাথে সাথে শরীরের ওজনের 7 থেকে 10 শতাংশ হ্রাস করা।"
80173,53550,শরীরের তাপমাত্রা স্বাভাবিকের ৯৮৪ ফা চেয়ে বেড়ে যাওয়া আর বেড়ে থাকা মানে জ্বর,শরীরের তাপমাত্রা স্বাভাবিক 984 ফারেনহাইটের উপরে বেড়ে যাওয়া এবং বেড়ে যাওয়া মানে জ্বর।
48544,19826,কেউ যদি স্টেরয়েড জাতীয় ওষুধ প্রতিদিন ২০০০ মাইক্রোগ্রামের অধিক গ্রহণ করে তাহলে শ্বাসনালি থেকে তা রক্তে শোষিত হয়ে ডায়াবেটিস উচ্চরক্তচাপ ও এন্ড্রেনাল ইনসাফেয়েন্সি রোগ হতে পারে,"যদি কেউ প্রতিদিন 2,000 মাইক্রোগ্রামের বেশি স্টেরয়েড গ্রহণ করে তবে সেগুলি শ্বাসনালী থেকে রক্ত ​​​​প্রবাহে শোষিত হতে পারে এবং ডায়াবেটিস, উচ্চ রক্তচাপ এবং অ্যাড্রিনাল অপ্রতুলতা হতে পারে।"
100088,74767,সাধারণত যেসব মা বাচ্চাকে বুকের দুধ পান করান তাদের একটা হরমোন বের হয়,সাধারণত যে মায়েরা তাদের বাচ্চাদের বুকের দুধ খাওয়ায় তারা একটি হরমোন নিঃসরণ করে।
164180,143214,শিশুদের ডায়াপার ভিজে গেলেই ঘন ঘন পরিবর্তন করবেন,আপনার শিশুর ডায়াপার ভিজে গেলে ঘন ঘন পরিবর্তন করুন।
9156,10699, একশিরা রোগে কদমের ছাল কেটে বর্ধিত স্থানে কদমপাতা দিয়ে বেঁধে রাখলে উপকার পাওয়া যায়,ভেরিকোজ ভেইনসে কদমের ছাল কেটে কদম পাতা দিয়ে আক্রান্ত স্থানে বেঁধে দিলে উপকার পাওয়া যায়।
176464,156323,একদুটি কারণে আসলে হাঁটুতে ব্যথা হয় না,হাঁটু আসলে কয়েকটি কারণে ব্যাথা করে না।
138514,115628,এক মুষ্টি চিপসের বদলে এক মুষ্টি বাদাম খান,এক মুঠো চিপসের পরিবর্তে এক মুঠো বাদাম খান।
47676,18909,এছাড়া শিশু ক্রমাগতভাবে কম শোনার কারণে ক্লাসে অমনোযোগী হয়ে পড়ে পড়াশোনায় খারাপ করে এবং শিক্ষাজীবন ব্যাহত হয়,"উপরন্তু, ক্রমাগত শোনার অভাবে শিশু ক্লাসে অমনোযোগী হয়ে পড়ে, যার ফলশ্রুতিতে একাডেমিক পারফরম্যান্স খারাপ হয় এবং একাডেমিক ক্যারিয়ার ব্যাহত হয়।"
157349,135773,কর্টিসলের জোয়ারভাটা শরীরে প্রাকৃতিকভাবেই ঘটতে থাকে,শরীরে স্বাভাবিকভাবেই কর্টিসলের বৃদ্ধি ঘটে।
182608,162488,সেই চুলকে ঘন ও কালো দেখাতে প্রয়োজন নিয়মিত পরিচর্যা,চুল ঘন ও কালো দেখাতে নিয়মিত যত্ন প্রয়োজন।
154837,133064,অনেক মাবাবা ভাবছেন বড় হয়ে গেছে আশপাশে কী ঘটছে তাদেরও সেটা জানা উচিত,অনেক অভিভাবক মনে করেন যে প্রাপ্তবয়স্ক হিসাবে তাদের চারপাশে কী ঘটছে তাও তাদের জানা উচিত।
34787,5149,তবে এটাতে লবণ বেশি থাকে বলে উচ্চরক্ত চাপে না খাওয়াই ভালো,"কিন্তু উচ্চ রক্তচাপের সঙ্গে এটি না খাওয়াই ভালো, কারণ এতে লবণ বেশি থাকে।"
43220,14127,চাহিদার তুলনায় সরবরাহ কম থাকায় দাম বেড়েছে কয়েকগুণ,চাহিদার তুলনায় সরবরাহ কম থাকায় দাম বেড়েছে বহুগুণ।
69009,41721,কিন্তু তখনো পাতলা পায়খানা ও বমির রেশ ছিল,কিন্তু তারপরও ডায়রিয়া ও বমি হচ্ছিল।
139204,116347,চিকিৎসক আরও বলেন চশমা হলে প্রথমে বেসিনের কল থেকে বেরুনো পানি দিয়ে দুটি কাচ ও ফ্রেম ভালোভাবে ধুয়ে নিয়ে হবে,"ডাক্তার আরো বলেন, চশমার ক্ষেত্রে বেসিনের কল থেকে পানি দিয়ে প্রথমে দুটি গ্লাস ও ফ্রেম ধুয়ে ফেলুন।"
134970,111855,তিনি বলেন আমরা একটি উচ্চ ক্ষমতাসম্পন্ন টাস্কফোর্স গঠন করেছি,"তিনি বলেন, আমরা একটি উচ্চ ক্ষমতাসম্পন্ন টাস্কফোর্স গঠন করেছি।"
139590,116760,শুনতে খুব ভালো লাগছে তাই না,খুব ভালো লাগছে তাই না?
160881,139613,এতে থাইরয়েড ফোলার সঙ্গে সঙ্গে চোখ কোটর থেকে বেরিয়ে আসে,"এতে, থাইরয়েড ফুলে যাওয়ায় চোখ তাদের সকেট থেকে বেরিয়ে আসে।"
155512,133816,রক্ত পরীক্ষার মাধ্যমে এই রোগ নির্ণয় করা সম্ভব,রক্ত পরীক্ষার মাধ্যমে এই রোগ নির্ণয় করা যায়।
24682,29382,মদিনায় এ খেজুরের ফলন হয় বেশি,মদীনায় এসব খেজুরের ফলন বেশি হয়।
26028,30957, তাই স্টিল কাট বা রোলড ওটসের চাহিদাই বেশি,স্টিলের কাট বা রোলড ওটসের তাই চাহিদা বেশি।
3243,3809,"তিনি বলেন, ‘প্যাথলজি বিভাগের একটি শাখায় শুধু ডেঙ্গু পরীক্ষা করা হচ্ছে","তিনি বলেন, 'শুধুমাত্র প্যাথলজি বিভাগের একটি শাখায় ডেঙ্গু পরীক্ষা করা হয়।"
3508,4125,তাই বিশেষজ্ঞরা বারবার ‘জেন এফেক্ট’ দূর করার জন্য মুলা খাওয়ার পরামর্শ দিয়ে থাকেন,তাই বিশেষজ্ঞরা বারবার 'জেন প্রভাব' দূর করতে মুলা খাওয়ার পরামর্শ দেন।
26495,31514, ভাজাভাজির জন্যে চাই স্বাস্থ্যকর তেল,আমি ভাজার জন্য স্বাস্থ্যকর তেল চাই।
162445,141315,ধূমপান এবং মদ্যপান থেকে বিরত থাকুন,ধূমপান এবং অ্যালকোহল পান এড়িয়ে চলুন।
56670,28597,ভাইরাল হেপাটাইটিসজনিত জন্ডিসে খাওয়ার রুচি এমনিতেই কম থাকে,ভাইরাল হেপাটাইটিস দ্বারা সৃষ্ট জন্ডিস দুর্বল ক্ষুধা দ্বারা চিহ্নিত করা হয়।
194367,174261,বেসন  বেসন প্রাকৃতিক এক্সফোলিয়েটর হিসেবে কাজ করে আর এর ক্লিনজিং এজেন্ট ত্বকের ময়লা পরিষ্কার করতে সাহায্য করে,বেসন বেসন প্রাকৃতিক এক্সফোলিয়েটর হিসেবে কাজ করে এবং এর ক্লিনজিং এজেন্ট ত্বকের ময়লা দূর করতে সাহায্য করে।
103627,78619,সে ক্ষেত্রে রোগীকে দ্রুত অক্সিজেন দিতে হবে,সেক্ষেত্রে রোগীকে দ্রুত অক্সিজেন দিতে হবে।
29314,34813,"এরপর নলেন গুড় তৈরির তৃতীয় তথা শেষ ধাপ এবং সবচেয়ে গুরুত্বপূর্ণ ধাপ৷ ভাল গুণমানের নলেন গুড় তৈরি করতে তৃতীয় ধাপে যথেষ্ট মুন্সিয়ানার প্রয়োজন৷ মাটির উনুনে কাঠের জ্বালানি ব্যবহার করে রস ফোটাতে হয়৷ রস ফোটার সময় তার মধ্যে বিশেষ ধরনের হাতা দিয়ে সারাক্ষণ নাড়তে হয়৷ মূলত নারকেলের মালার অর্ধেক অংশে লম্বা কাঠ লাগিয়ে এই হাতা তৈরি করা হয়৷ কয়েক ঘণ্টা ধরে রস ফোটাতে হয়৷ যত সময় এগোয়, ততই নলেন গুড়ের গন্ধ পাওয়া যায়৷ গন্ধ যত বাড়বে, বুঝতে হবে গুড়ের মান ততই ভাল হচ্ছে৷ তবে অনেকে গুড়ের রং হালকা করার জন্য সোডিয়াম হাইড্রোজেন সালফাইট (হাইড্রোজ) ব্যবহার করে থাকেন যা স্বাস্থ্যের জন্য ক্ষতিকর","এরপর আসে তৃতীয় এবং শেষ ধাপ এবং গুড় তৈরির সবচেয়ে গুরুত্বপূর্ণ ধাপ তৃতীয় ধাপে ভালো মানের নলেন গুড় উৎপাদনের জন্য পর্যাপ্ত মুন্সিয়ানা প্রয়োজন। মূলত এই হাতা একটি নারকেলের খোসার অর্ধেক কাঠের একটি লম্বা টুকরা সংযুক্ত করে তৈরি করা হয়। যত সময় যায় গুড়ের গন্ধ ততই তীব্র হয়। তবে অনেকেই গুড়ের রঙ হালকা করতে সোডিয়াম হাইড্রোজেন সালফাইট (হাইড্রোজ) ব্যবহার করেন, যা"
118322,94239, যারা প্রোস্টেট গ্রন্থি বড় হওয়ার কারণে ওষুধ সেবন করে থাকেন তারা টাইপ২ ডায়াবেটিস ঝুঁকির মধ্যে থাকেন,যারা প্রোস্টেট বৃদ্ধির জন্য ওষুধ খান তাদের টাইপ 2 ডায়াবেটিসের ঝুঁকি থাকে।
22761,27076, কারণ শিশুদের ক্যানসারের মধ্যে এই লক্ষণগুলোও রয়েছে,কারণ শিশুদের ক্যান্সারেও এই উপসর্গ থাকে।
91742,65851,সেই সঙ্গে প্রস্রাবের পরিমাণ পর্যবেক্ষণ করতে হবে,সেই সঙ্গে প্রস্রাবের পরিমাণ পর্যবেক্ষণ করতে হবে।
140475,117683,যদি পরিচর্যা করতেই হয় তাহলে মাস্ক পরে নেবেন গাউন পরে নেবেন এবং হাতটি সুন্দর করে ধুয়ে নেবেন,"যদি আপনাকে উপস্থিত হতেই হয়, একটি মাস্ক, গাউন পরুন এবং আপনার হাত ভালভাবে ধুয়ে নিন।"
27055,32191, তাই ডায়াবেটিস রোগীদের এটি এড়িয়ে চলাই ভালো,তাই ডায়াবেটিস রোগীদের এটি এড়িয়ে চলা উচিত।
13846,16343, ডায়াবেটিস শরীরে বাসা বাঁধলে অনেক কিছু খাবার খাওয়া বন্ধ হয়ে যায়,ডায়াবেটিস শরীরে শিকড় গেড়ে গেলে অনেক খাবার বন্ধ হয়ে যায়।
140219,117414,তারা বলছেন তাদের কথা শোনার পাশাপাশি গুরুত্ব দিতে হবে চরম সামাজিক দূরত্ব সৃষ্টি করার বিষয়টিতে,তারা বলে যে তাদের শোনার পাশাপাশি চরম সামাজিক দূরত্বের দিকে মনোনিবেশ করা দরকার।
38474,9063,প্রান্তিক জনগোষ্ঠীর ইনসুলিনের মতো প্রয়োজনীয় ওষুধ পাওয়ার সম্ভাবনা কম,প্রান্তিক জনগোষ্ঠীর ইনসুলিনের মতো প্রয়োজনীয় ওষুধ পাওয়ার সম্ভাবনা কম।
109329,84736,ঝাল খাবার পাকস্থলীতে এসিডিটির পরিমাণ বাড়িয়ে দেয়,লবণাক্ত খাবার পাকস্থলীতে অ্যাসিডের পরিমাণ বাড়ায়।
171589,151175, মস্তিষ্কে রক্তক্ষরণ স্ট্রোক অস্ত্রোপচার বা কোনো রোগের কারণে দীর্ঘদিন শয্যাশায়ী থাকলে কোষ্ঠকাঠিন্য দূর করা কঠিন হয়ে পড়ে,"ব্রেন হেমারেজ, স্ট্রোক, সার্জারি বা অন্য কোনো রোগের কারণে দীর্ঘদিন শয্যাশায়ী থাকলে কোষ্ঠকাঠিন্য দূর করা কঠিন হয়ে পড়ে।"
129215,105824,এ ছাড়া বিএসএমএমইউর পরীক্ষা থেকেও ২৮ মে তাঁর করোনা পজিটিভ আসে,এ ছাড়া গত ২৮ মে বিএসএমএমইউ পরীক্ষায় তার করোনা পজিটিভ আসে।
129169,105778,ডা কাজী মাহজেবীন আক্তার সরকারী ইউনানী ও আয়ুর্বেদিক মেডিকেল কলেজের মেডিকেল অফিসার এমও হিসেবে কর্মরত ছিলেন,ডাঃ কাজী মাহজেবীন আখতার সরকারি ইউনানী ও আয়ুর্বেদিক মেডিকেল কলেজের মেডিকেল অফিসার হিসেবে কর্মরত ছিলেন।
107703,82989,রক্তে অত্যধিক পরিমাণে কলেস্টেরল থাকলে ডায়াবেটিস রোগীদের হার্টের রোগ এবং রক্তনালির রোগ বৃদ্ধি পেতে পারে,রক্তে অত্যধিক কোলেস্টেরল ডায়াবেটিস রোগীদের হৃদরোগ এবং রক্তনালীর রোগের ঝুঁকি বাড়াতে পারে।
130344,107024,এর আগে খবরে বলা হয়েছে সরকারের অনুমোদন না পেলেও নিজেদের উদ্ভাবিত জি আর কোভিড১৯ রেপিড ডট ব্লট কিট দিয়ে করোনাভাইরাসের পরীক্ষা শুরু করবে গণস্বাস্থ্য কেন্দ্র,"এর আগে জানা গেছে, সরকারের অনুমোদন না পাওয়া সত্ত্বেও গণসাথ্য কেন্দ্র নিজস্ব উদ্ভাবিত জিআর কোভিড-১৯ র‌্যাপিড ডট ব্লট কিট দিয়ে করোনাভাইরাস পরীক্ষা শুরু করবে।"
53935,25606,হৃৎপিণ্ডের রক্তনালিতে ব্লকজনিত কারণে বুকে ব্যথা হলে কি ইসিজি স্বাভাবিক থাকতে পারে,হার্টের রক্তনালীতে ব্লকেজের কারণে বুকে ব্যথা হলে ইসিজি কি স্বাভাবিক হতে পারে?
83926,57560,সাধারণ নিউমোনিয়াতেও হঠাৎ অনেক জ্বর বুকব্যথা ও কাশির সঙ্গে মরিচা রঙের কফ হতে পারে,সাধারণ নিউমোনিয়াতেও হঠাৎ উচ্চ জ্বর হতে পারে বুকে ব্যথা এবং মরিচাযুক্ত কফের সাথে কাশি।
102481,77385,সময়মতো ধৈর্য ধরে চিকিৎসা করলে এ অন্ধত্বের হাত থেকে রক্ষা পাওয়া যায়,সময়মত এবং রোগীর চিকিৎসা আপনাকে এই অন্ধত্ব থেকে বাঁচাতে পারে।
179556,159430,কোনো কারণে থাইরয়েড গ্রন্থি থেকে মাত্রাতিরিক্ত হরমোন নিঃসৃত হওয়াকে হাইপারথাই রয়েডিজম বলা হয়,হাইপারথাইরয়েডিজম হলো কোনো কারণে থাইরয়েড গ্রন্থি থেকে অতিরিক্ত হরমোন নিঃসরণ।
54122,25809,প্রতি সপ্তাহে কমপক্ষে তিন রাত এবং একটানা কমপক্ষে তিন মাস উপরোক্ত অবস্থা চলতে থাকলে তাকে আমরা ইনসমনিয়া ডিসঅর্ডার বলি,"যদি উপরোক্ত অবস্থা প্রতি সপ্তাহে অন্তত তিন রাত এবং টানা তিন মাস চলতে থাকে, তাহলে আমরা তাকে অনিদ্রা ব্যাধি বলি।"
150107,127965,এসব লবণের ঘাটতিতে সচরাচর এই সমস্যা হতে পারে,এই লবণের ঘাটতির কারণে প্রায়ই এই সমস্যা হতে পারে।
81937,55456,নাকের এ সর্দি সামনের দিকে আসতে পারে,এই সর্দি নাক এগিয়ে আসতে পারে।
42415,13281, মানসিক চাপ বা উদ্বেগ ম্যানেজে মেডিটেশন ইয়োগা করবেন,মানসিক চাপ বা উদ্বেগ পরিচালনা করতে ধ্যান যোগব্যায়াম করুন।
