source,reference,prediction,latency,error,_idx
যেমন মস্তিষ্কে রক্তক্ষরণ হার্টের বৃহত্তর রক্তনালি যদি ছিঁড়ে যায় বা ফেটে যায় এবং ঘাড় মটকে গেলে,যেমন হৃৎপিণ্ডের একটি বড় রক্তনালী ছিঁড়ে গেলে বা ফেটে গেলে এবং ঘাড় মচকে গেলে মস্তিষ্কে রক্তক্ষরণ।,মস্তিষ্কে রক্তক্ষরণ ঘটে যখন হার্টের বড় রক্তনালি ছিঁড়ে বা ফেটে যায় এবং ঘাড় মোচড়ায়।,1.2773094419999325,,
এছাড়া আমরা এতক্ষণ যেটা বললাম খাদ্যের নিয়ন্ত্রন সেটা হচ্ছে মেডিকেল নিউট্রেশন থেরাপী গঘঞ,এছাড়া খাদ্য নিয়ন্ত্রণের বিষয়ে আমরা যা বলেছি তা হলো মেডিকেল নিউট্রিশন থেরাপি।,"এছাড়াও, আমরা এইমাত্র যে খাদ্য নিয়ন্ত্রণের কথা বললাম, সেটি হলো মেডিকেল নিউট্রিশন থেরাপি।",2.0203126570004315,,
গবেষণায় দেখা যায় অতিরিক্ত ফ্লোরাইড মাঝে মাঝে ক্যানসার সৃষ্টি করতে পারে,গবেষণা দেখায় যে অতিরিক্ত ফ্লোরাইড কখনও কখনও ক্যান্সারের কারণ হতে পারে।,"গবেষণা থেকে জানা যায়, অতিরিক্ত ফ্লোরাইড কখনো কখনো ক্যানসারের কারণ হতে পারে।",1.2541729399999895,,
 কেবল ভাইরাসবাহী এডিস মশার কামড়েই ডেঙ্গু হতে পারে,ডেঙ্গু শুধুমাত্র ভাইরাস বহনকারী এডিস মশার কামড়ে ছড়াতে পারে।,শুধুমাত্র ভাইরাস বহনকারী এডিস মশার কামড়েই ডেঙ্গু রোগ হয়।,4.18948348899994,,
একই কারণে যাঁরা রক্ত পাতলা করার ওষুধ খান তাঁরাও কাঁচা হলুদ খাওয়া থেকে বিরত থাকবেন,একই কারণে যারা রক্ত ​​পাতলা করার ওষুধ খান তাদেরও কাঁচা হলুদ খাওয়া থেকে বিরত থাকতে হবে।,রক্ত পাতলা করার ওষুধ সেবনকারীদেরও একই কারণে কাঁচা হলুদ খাওয়া এড়িয়ে চলা উচিত।,1.1678873359996942,,
" পরিবর্তে সূর্যমুখীর বীজ, আমন্ড এসব খান","বরং সূর্যমুখীর বীজ, বাদাম খান।",পরিবর্তে সূর্যমুখী বীজ ও আমন্ড জাতীয় খাবার খান।,3.5688528640002914,,
শিশুদের ক্যানসার শনাক্তের হার বাড়লেও চিকিৎসা সম্প্রসারিত হচ্ছে না,"যদিও শৈশবকালে ক্যান্সার সনাক্তকরণের হার বাড়ছে, চিকিৎসার প্রসার ঘটছে না।","শিশুদের ক্যানসার শনাক্তকরণের হার বেড়েছে, কিন্তু চিকিৎসার পরিধি বিস্তৃত হচ্ছে না।",2.946585598000638,,
 আখের রস রোগ প্রতিরোধ ক্ষমতা বাড়িয়ে তোলে এবং বহু রোগের বিরুদ্ধে লড়াই করার ক্ষমতা যোগায়,আখের রস রোগ প্রতিরোধ ক্ষমতা বাড়ায় এবং অনেক রোগের বিরুদ্ধে লড়াই করার ক্ষমতা জোগায়।,আখের রস শরীরের রোগ প্রতিরোধক্ষমতা বৃদ্ধি করে এবং বিভিন্ন রোগের বিরুদ্ধে লড়াই করার শক্তি প্রদান করে।,2.717350207999516,,
আর পেটে সমস্যা দেখা দিলে স্বাস্থ্যগত সমস্যা দেখা দেয়,আর পেটের সমস্যা থাকলে স্বাস্থ্য সমস্যা দেখা দেয়।,পেটের সমস্যা হলে স্বাস্থ্যগত জটিলতা দেখা দেয়।,2.680249222000384,,
আগে চিকিৎসকরা জানতেন যে বাচ্চারা কেবল টাইপ১ ডায়াবেটিসে আক্রান্ত হয় এবং একে দীর্ঘকাল ধরে কিশোর ডায়াবেটিস Juvenile Diabetes নামে নামকরণ করা হতো,"আগে, ডাক্তাররা জানতেন যে টাইপ 1 ডায়াবেটিস শুধুমাত্র শিশুদের প্রভাবিত করে এবং এটি দীর্ঘকাল ধরে কিশোর ডায়াবেটিস নামে পরিচিত।",পূর্বে চিকিৎস,4.18125230700025,,
শিশুদের করোনার উপসর্গ পরিবর্তন হয়ে নতুন কোনো কিছু যুক্ত হয়েছে কি না এমন প্রশ্নে ডা আবিদ হোসেন মোল্লা বলেন করোনার প্রভাবে জ্বর প্রধান উপসর্গ,"ডাক্তার আবিদ হোসেন মোল্লা বলেন, করোনার প্রভাবে জ্বরই প্রধান উপসর্গ বলে শিশুদের মধ্যে করোনার উপসর্গ পরিবর্তিত হয়েছে নাকি নতুন কিছু যোগ হয়েছে এমন প্রশ্নে।","ডা. আবিদ হোসেন মোল্লার মতে, করোনায় আক্রান্ত শিশুদের উপসর্গ পরিবর্তিত হয়ে নতুন কিছু যুক্ত হয়েছে কিনা জানতে চাইলে তিনি বলেন, করোনার সংক্রমণে জ্বরই প্রধান লক্ষণ।",21.204797600999882,,
তবে রুটিনে এমন কাজও রাখুন যা করলে আপনার একটু হলেও মন ভালো হয়,"যাইহোক, রুটিন ক্রিয়াকলাপগুলি অন্তর্ভুক্ত করুন যা আপনাকে কমপক্ষে কিছুটা ভাল বোধ করে।","তবে দৈনন্দিন কাজের তালিকায় এমন কাজও যুক্ত করুন, যা করলে আপনার মন একটু হলেও ভালো থাকে।",2.730368498999269,,
গরম পানির বাষ্প টানলে কাশি উপশম হয়,গরম পানির বাষ্প নিঃশ্বাসে নিলে কাশি উপশম হয়।,গরম জলের বাষ্প নিলে কাশি কমে যায়।,2.47255120599948,,
অনেকেই মনে করেন যে এই অসুখটি হয়তো প্রাপ্ত বয়স্ক হওয়ার পরে হয়ে থাকে কিন্তু এটি ভুল ধারণা,অনেকের ধারণা প্রাপ্তবয়স্ক হওয়ার পরে এই রোগ হতে পারে তবে এটি একটি ভুল ধারণা।,"অনেকের ধারণা এই রোগটি কেবল বয়স্কদেরই হয়, কিন্তু তা সঠিক নয়।",0.8553096109999387,,
অতিরিক্ত গরমে ঘাম থেকে বাচ্চাদের ঘামাচি হতে পারে,অতিরিক্ত গরমে শিশুদের ঘাম ও চুলকানি হতে পারে।,প্রচণ্ড গরমে ঘামের কারণে শিশুদের গরমদানা বা ঘামাচি দেখা দিতে পারে।,9.549415739999858,,
আক্রান্ত রোগী হাতের বৃদ্ধাঙ্গুল সহজে নাড়াতে পারেন না,আক্রান্ত রোগীর বুড়ো আঙুল সহজে নাড়াতে পারে না।,আক্রান্ত ব্যক্তির হাতের বুড়ো আঙুল নড়াতে কষ্ট হয়।,11.097316966000108,,
 তাহলেই সুস্থ-সবল জীবনযাপন করতে পারবেন,তবেই আপনি সুস্থ জীবনযাপন করতে পারবেন।,তাহলেই আপনি সুস্থ ও সবল জীবন কাটাতে সক্ষম হবেন।,0.7545203089994175,,
এ মাত্রার নিচে হলে সোয়েটার ব্যবহার করতে পারেন,আপনি যদি এই স্তরের নীচে থাকেন তবে আপনি একটি সোয়েটার ব্যবহার করতে পারেন।,এই মাত্রার কম তাপমাত্রায় সোয়েটার পরা যেতে পারে।,3.5146276720006426,,
কিন্তু সেসব কিছু কিনতে যাওয়ার আগে কিছু বিষয়ে খেয়াল রাখা জরুরি,কিন্তু সেসব জিনিস কিনতে যাওয়ার আগে কিছু বিষয় মাথায় রাখা জরুরি।,তবে ওই সব জিনিস কেনার আগে কিছু বিষয়ে সতর্ক থাকা প্রয়োজন।,3.7655386160004127,,
খাবার থেকে অনেক সময় অ্যালার্জি হয়ে থাকে,অ্যালার্জি প্রায়শই খাবারের কারণে হয়।,খাবারের কারণে প্রায়ই অ্যালার্জি দেখা দেয়।,0.710981346999688,,
 ব্যবহারের পরের ঠান্ডা টিব্যাগকে সামান্য কুসুম গরম পানি দিয়ে ভিজিয়ে যে রঙিন পানি বের হবে তাতে মুলতানি মাটি মিশিয়ে ত্বকে লাগালে ত্বকের তৈলাক্ত ভাব কমে গিয়ে ব্রণ থেকে মিলবে মুক্তি,ব্যবহারের পর ঠাণ্ডা টি ব্যাগটি সামান্য ঈষদুষ্ণ পানিতে ভিজিয়ে রেখে বের হওয়া রঙিন পানিতে মুলতানি মাটি মিশিয়ে ত্বকে লাগালে ত্বকের তৈলাক্ততা কমে যায় এবং ব্রণ থেকে মুক্তি পাওয়া যায়।,"ঠান্ডা টিব্যাগ ব্যবহারের পর তা সামান্য কুসুম গরম পানিতে ভিজিয়ে যে রঙিন পানি বের হয়, তাতে মুলতানি মাটি মিশিয়ে ত্বকে লাগালে ত্বকের তেলতেলে ভাব কমে এবং ব্রণ থেকে মুক্তি পাওয়া যায়।",13.179292892000376,,
শ্বাসতন্ত্র সংক্রমণের নানা উপসর্গ যেমন কাশি সর্দি জ্বর শ্বাসকষ্টে ভোগে শিশু,"শিশুরা শ্বাসযন্ত্রের সংক্রমণের বিভিন্ন উপসর্গ যেমন কাশি, সর্দি, জ্বর এবং শ্বাসকষ্টে ভোগে।","শিশুরা শ্বাসযন্ত্রের সংক্রমণের ফলে কাশি, সর্দি, জ্বর ও শ্বাসকষ্টের মতো নানা উপসর্গে ভোগে।",3.964765499999885,,
এতে রাখতে পারেন প্যারাসিটামলজাতীয় ওষুধ খাওয়ার স্যালাইন কাটাছেঁড়ার জন্য থাকতে পারে জীবাণুনাশক ক্রিম,"আপনি এতে প্যারাসিটামল জাতীয় ওষুধ রাখতে পারেন, খাওয়ার জন্য স্যালাইন এবং কাটার জন্য অ্যান্টিসেপটিক ক্রিম রাখতে পারেন।","এতে প্যারাসিটামল জাতীয় ওষুধ, খাওয়ার স্যালাইন এবং কাটাছেঁড়ার জন্য জীবাণুনাশক ক্রিম রাখা যেতে পারে।",1.0958490040002289,,
ভেটিভারের নিয়মিত ব্যবহার মাথার স্নায়ুকে শীতল রাখতে সাহায্য করে চুল ও স্ক্যাল্পকে সুস্থ রাখে এবং মাথা রাখে ঠাণ্ডা,"ভেটিভারের নিয়মিত ব্যবহার মাথার স্নায়ু ঠান্ডা করতে সাহায্য করে, চুল ও মাথার ত্বক সুস্থ রাখে এবং মাথা ঠান্ডা রাখে।","ভেটিভারের নিয়মিত প্রয়োগ মস্তিষ্কের স্নায়ুকে শীতল রাখতে সহায়তা করে, চুল ও মাথার ত্বককে সুস্থ রাখে এবং মাথা ঠাণ্ডা রাখে।",3.470504099000209,,
বেগমগঞ্জ উপজেলার হাজীপুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,বেগমগঞ্জ উপজেলার হাজীপুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,"বেনারসী শাড়ি কেনার সময় সতর্ক থাকুন, কারণ বাজারে নকল পণ্য বিক্রি হচ্ছে।",2.2773875479997514,,
এ বিষয়ে ডা মোর্তাজাভি বলেন বমিভাব কিংবা বমি হওয়া এমন একটা বিষয় যা হঠাৎ করে বিনা কারণে হয় না,"এ বিষয়ে ডাঃ মোর্তজাভী বলেন, বমি বমি ভাব বা বমি এমন একটি বিষয় যা হঠাৎ করে কোনো কারণে ঘটে না।","ডা. মোর্তাজাভি এই প্রসঙ্গে বলেন, বমি বমি ভাব বা বমি হওয়া এমন একটি ঘটনা যা হঠাৎ করে কোনো কারণ ছাড়া ঘটে না।",1.759727403999932,,
মাঝে মাঝে মস্তিষ্কের ভেতরের ধমনিতে এক ধরনের অ্যানিউরিজম দেখা যায় যাকে বেরি অ্যানিউরিজম বলা হয়,কখনও কখনও একটি বেরি অ্যানিউরিজম নামক মস্তিষ্কের ভিতরে একটি ধমনীতে অ্যানিউরিজম হয়।,বেরি অ্যানিউরিজম নামে পরিচিত এক ধরনের অ্যানিউরিজম কখনো কখনো মস্তিষ্কের অভ্যন্তরীণ ধমনিতে দেখা যায়।,0.8030058220001592,,
এসব নডিউলের ১ শতাংশ থেকে থাইরয়েড ক্যানসার হতে পারে,এই নডিউলের 1 শতাংশ থাইরয়েড ক্যান্সার হতে পারে।,প্রায় ১ শতাংশ নডিউল থাইরয়েড ক্যানসারে রূপ নিতে পারে।,8.395377923000524,,
এতে তৃণমূলের রোগীরা সেবাবঞ্চিত হচ্ছেন,সেবা থেকে বঞ্চিত হচ্ছে তৃণমূলের রোগীরা।,এতে তৃণমূল স্তরের রোগীরা সেবা থেকে বঞ্চিত হচ্ছেন।,0.44128440900021815,,
এক্ষেত্রে রোগীদেরও উচিত হবে চিকিৎসককে নিজের কিডনি জটিলতার সম্পর্কে জানানো,এক্ষেত্রে রোগীদের কিডনির জটিলতা সম্পর্কেও চিকিৎসককে জানাতে হবে।,এ পরিস্থিতিতে রোগীদেরও কর্তব্য হবে ডাক্তারকে তাদের কিডনি সমস্যার বিষয়ে অবহিত করা।,2.1378017430006366,,
বুকের ব্যথা বাম হাতের ভেতরের দিক দিয়ে নিচের দিকে নামে,বুকের ব্যথা বাম বাহুর ভিতরের দিকে ছড়িয়ে পড়ে।,বাম হাতের ভেতর বরাবর বুকের ব্যথা নিচের দিকে ছড়িয়ে পড়ে।,1.9313731049996932,,
২০১৯ সালে সারা দেশে ভয়াবহ ডেঙ্গির প্রাদুর্ভাবে ১ লাখ ১ হাজার ৩৫৪ জন আক্রান্ত এবং ১৭৯ জন মানুষ মৃত্যুবরণ করে,"2019 সালে, সারাদেশে মারাত্মক ডেঙ্গুর প্রাদুর্ভাবের কারণে 1 লাখ 1 হাজার 354 জন আক্রান্ত হয়েছিল এবং 179 জন মারা গিয়েছিল।",২০১৯ সালে দেশব্যাপী ডেঙ্গুর ভয়ানক প্রকোপে ১ লাখ ১ হাজার ৩৫৪ জন রোগী শনাক্ত এবং ১৭৯ জনের মৃত্যু ঘটে।,2.137085839000065,,
কলার খোসা সব বাড়িতেই কমবেশি পাওয়া যায় এবং সার তৈরির খুব ভালো উপাদানও বটে,কলার খোসা প্রায় প্রতিটি ঘরেই পাওয়া যায় এবং সার তৈরির জন্যও এটি খুব ভালো একটি উপাদান।,"বেশিরভাগ বাড়িতেই কলার খোসা কিছু না কিছু পরিমাণে পাওয়া যায়, আর এটি কম্পোস্ট তৈরির জন্য একটি চমৎকার উপাদান।",2.865385048999997,,
তো ১৫০০ মিলিগ্রামে সোডিয়াম আছে ৩ দশমিক ৭৫ গ্রাম পরিমাণ লবণ মানে পৌনে এক চামচ লবণে,"সুতরাং 1500 মিলিগ্রাম সোডিয়ামে 3.75 গ্রাম লবণ থাকে, যার অর্থ এক চতুর্থাংশ চা চামচ লবণ।","১৫০০ মিলিগ্রাম সোডিয়াম সমতুল্য ৩.৭৫ গ্রাম লবণ, অর্থাৎ প্রায় তিন-চতুর্থাংশ চামচ লবণ।",0.7718138529999123,,
তাই হোম ট্রিটমেন্টের সময় একটু সতর্ক থাকতে হবে,তাই ঘরোয়া চিকিৎসার সময় একটু সতর্ক থাকতে হবে।,হোম ট্রিটমেন্টের সময় কিছুটা সাবধানতা অবলম্বন করা উচিত।,0.676189668999541,,
সপ্তাহে তিন দিন ভালো করে মাথায় শ্যাম্পু করুন,সপ্তাহে তিন দিন চুল ভালো করে শ্যাম্পু করুন।,সপ্তাহে তিনবার ভালো করে মাথায় শ্যাম্পু ব্যবহার করুন।,1.5078864910001357,,
 আক্রান্তদের ৭৬ শতাংশ চিকিৎসা নিয়েছেন ঢাকার অন্য ১৬টি হাসপাতালে,আক্রান্তদের ৭৬ শতাংশ ঢাকার অন্য ১৬টি হাসপাতালে চিকিৎসা নিয়েছেন।,ঢাকার বাকি ১৬টি হাসপাতালে চিকিৎসা নিয়েছেন আক্রান্তদের ৭৬ শতাংশ।,2.5526729279999927,,
যেসব ওষুধ বর্ধনশীল হাড়ের ওপর কাজ করে তাদের দীর্ঘমেয়াদি প্রয়োগ শিশুর খর্বতার কারণ হতে পারে এর মধ্যে স্টেরয়েডজাতীয় ওষুধ এবং ক্যানসার চিকিৎসায় ব্যবহৃত কেমোথেরাপি ও রেডিওথেরাপি অন্যতম,ক্যান্সারের চিকিৎসায় ব্যবহৃত স্টেরয়েড ওষুধ এবং কেমোথেরাপি এবং রেডিওথেরাপি সহ ক্রমবর্ধমান হাড়কে প্রভাবিত করে এমন ওষুধের দীর্ঘমেয়াদী ব্যবহার শিশুদের স্টান্টিং হতে পারে।,"যে ওষুধগুলি বর্ধনশীল হাড়ের ওপর ক্রিয়া করে, সেগুলির দীর্ঘমেয়াদি ব্যবহার শিশুর শারীরিক বৃদ্ধি বাধাগ্রস্ত করতে পারে; এর মধ্যে স্টেরয়েডজাতীয় ওষুধ এবং ক্যানসার চিকিৎসায় ব্যবহৃত কেমোথেরাপি ও রেডিওথেরাপি অন্যতম।",23.901894520000496,,
" লো সেক্স ড্রাইভ, অকাল বীর্যপাত এবং দুর্বলতার মতো সমস্যার সমাধান করতে পারে মৌরি","মৌরি কম যৌন ড্রাইভ, অকাল বীর্যপাত এবং পুরুষত্বহীনতার মতো সমস্যার সমাধান করতে পারে।","মৌরি লো সেক্স ড্রাইভ, অকাল বীর্যপাত ও দুর্বলতার মতো সমস্যা দূর করতে পারে।",3.713448427000003,,
যেকোনো কারণে অস্থিমজ্জার ভেতরের রক্তের মাদার সেলের স্টেম সেল মিউটেশন বা অন্য কোনো পরিবর্তন হলে ক্যানসার সেল বা অপরিপক্ব কোষ তৈরি হয় যা অস্থিমজ্জার ভেতরে অতি দ্রুত বৃদ্ধি হয় ও রক্তে প্রবাহিত হয়,অস্থিমজ্জার অভ্যন্তরে রক্তের মাতৃ কোষে স্টেম সেল মিউটেশন বা অন্য কোনো পরিবর্তন ঘটলে ক্যান্সার কোষ বা অপরিণত কোষ তৈরি হয় যা অস্থিমজ্জার ভেতরে খুব দ্রুত বৃদ্ধি পায় এবং রক্তে সঞ্চালিত হয়।,"অস্থিমজ্জার ভেতরে থাকা রক্তের মাদার সেল বা স্টেম সেল যদি কোনো কারণে মিউটেট বা পরিবর্তিত হয়, তাহলে তা থেকে ক্যানসার সেল বা অপরিণত কোষ তৈরি হয়, যা অস্থিমজ্জার ভেতরে খুব দ্রুত বেড়ে ওঠে এবং রক্তে ছড়িয়ে পড়ে।",5.222793167999953,,
১ জাতি বর্ণ ধর্ম গোত্র ভূখন্ড সীমারেখা পতাকা মানচিত্র মন্দির মসজিদ গীর্জা প্যাগোডা  এসবের কোনটিই একে অপরের শত্রু নয়,1 জাতি বর্ণ ধর্ম উপজাতি অঞ্চল সীমানা পতাকা মানচিত্র মন্দির মসজিদ গির্জা প্যাগোডা এগুলোর কেউই একে অপরের শত্রু নয়।,"জাতি, ধর্ম, বর্ণ, গোত্র, ভূখণ্ড, সীমানা, পতাকা, মানচিত্র, মন্দির, মসজিদ, গির্জা, প্যাগোডা—এগুলোর কোনোটাই পরস্পরের শত্রু নয়।",2.538087696999355,,
শুরুতেই যখন কাউকে জানানো হয় আপনার ডায়াবেটিস হয়েছে যা আজীবনই থাকবে এবং আপনাকে জীবনযাপন পরিবর্তন করাসহ ক্রমেই বেশি সংখ্যক ওষুধ সেবন করার দরকার হতে পারে এ তথ্যগুলোই ডায়াবেটিসের রোগীকে মানসিক চাপে বা মানসিক অবসাদে ফেলতে পারে,শুরুতেই বলা হচ্ছে যে আপনার ডায়াবেটিস আছে যা সারাজীবন স্থায়ী হবে এবং জীবনযাত্রার পরিবর্তনের সাথে আপনাকে আরও বেশি ওষুধ সেবন করতে হতে পারে ডায়াবেটিস আক্রান্ত ব্যক্তির জন্য চাপ বা অপ্রতিরোধ্য হতে পারে।,"ডায়াবেটিস ধরা পড়ার পর প্রথমেই যদি বলা হয় এটি пожизненный এবং জীবনধারা বদলানো ও ধীরে ধীরে আরও বেশি ওষুধ খাওয়ার প্রয়োজন হতে পারে, তাহলে এই তথ্যগুলোই রোগীকে মানসিক চাপ বা বিষণ্ণতায় ফেলে দিতে পারে।",11.359286193999651,,
এই গ্রুপের মধ্যে পড়বে অতিরিক্ত রক্তপাতের রোগী শকের রোগী যাদের রক্তচাপ অনেক কম অথবা খুঁজে পাওয়া যাচ্ছে না প্রস্রাব তৈরি হচ্ছে না শরীর নিস্তেজ হয়ে যাচ্ছে এক্সপান্ডেড ডেঙ্গু রোগী ডেঙ্গু থেকে যাদের হার্ট ফুসফুস কিডনি ও মস্তিষ্ক আক্রান্ত হবে ও রক্তের ইলেক্ট্রোলাইট ও অন্যান্য মেটাবলিক সমস্যা থাকলে,"এই গ্রুপে অতিরিক্ত রক্তক্ষরণের রোগী, শকে রোগী যাদের রক্তচাপ খুব কম বা সনাক্ত করা যায় না, প্রস্রাব তৈরি হয় না, শরীর অলস, প্রসারিত ডেঙ্গু রোগী, যাদের হার্ট, ফুসফুস, কিডনি এবং মস্তিষ্ক ডেঙ্গুতে আক্রান্ত। এবং যাদের রক্তের ইলেক্ট্রোলাইট এবং অন্যান্য বিপাকীয় সমস্যা রয়েছে।","এই শ্রেণিভুক্ত হবে অতিরিক্ত রক্তক্ষরণের রোগী, শকগ্রস্ত রোগী যাদের রক্তচাপ অত্যন্ত কম অথবা পাওয়া যায় না, প্রস্রাব তৈরি হচ্ছে না, দেহ অচেতন হয়ে যাচ্ছে, এক্সপান্ডেড ডেঙ্গু আক্রান্ত রোগী এবং ডেঙ্গুজনিত কারণে যাদের হৃদপিণ্ড, ফুসফুস, বৃক্ক ও মস্তিষ্ক ক্ষতিগ্রস্ত হবে, পাশাপাশি রক্তের ইলেক্ট্রোলাইট ও অন্যান্য বিপাকীয় সমস্যা থাকলে।",3.7930132259998572,,
রেটিনা সার্জারিতে মূলত আমরা চোখের ভিট্রিয়াস জেলি ও একই সঙ্গে জমে থাকা জমাট রক্ত চোখের ভেতর থেকে ভিট্রেকটোমি কাটার দিয়ে বের করে আনি এরপর ছিঁড়ে যাওয়া রেটিনার অংশ জোড়া লাগানো হয় এবং লেজার করা হয় যা এন্ডেলেজার নামে পরিচিত,"রেটিনাল সার্জারিতে, আমরা একটি ভিট্রেক্টমি কাটার দিয়ে চোখের ভিতর থেকে রক্ত ​​জমাট বাঁধার সাথে চোখের ভিট্রিয়াস জেলি অপসারণ করি, তারপর ছেঁড়া রেটিনাকে সংযুক্ত করে লেজার করা হয়, যা এন্ডলেজার নামে পরিচিত।","রেটিনা সার্জারির সময় সাধারণত চোখের ভিট্রিয়াস জেলি এবং জমে থাকা রক্ত ভিট্রেকটোমি কাটার দিয়ে বের করে আনা হয়, তারপর ছিঁড়ে যাওয়া রেটিনার অংশ জোড়া দিয়ে লেজার করা হয়, যাকে এন্ডেলেজার বলা হয়।",1.1503366730003108,,
কারণ এখানে রক্ত বের করে নেওয়া হচ্ছে দেওয়া নয়,"কারণ এখানে রক্ত ​​নেওয়া হয়, দেওয়া হয় না।","কারণ এখানে রক্ত নেওয়া হচ্ছে, দেওয়া হচ্ছে না।",2.4100640240003486,,
"তিনি আরও বলেন, সম্প্রতি আমরা বেশ কিছু হাসপাতালে ইন্সটিটিউশনাল প্র্যাকটিস শুরু করেছি","তিনি আরও বলেন, আমরা সম্প্রতি বেশ কয়েকটি হাসপাতালে প্রাতিষ্ঠানিক অনুশীলন শুরু করেছি।","তিনি আরো জানান, ইদানীং আমরা কয়েকটি হাসপাতালে প্রাতিষ্ঠানিক অনুশীলন শুরু করেছি।",1.9155715140004759,,
সব ধরনের মিষ্টিযুক্ত পানীয় বাদ দিন,সব চিনিযুক্ত পানীয় এড়িয়ে চলুন।,সব রকমের মিষ্টি পানীয় এড়িয়ে চলুন।,0.761436011999649,,
 তরমুজ ও ডিম কখনোই একসঙ্গে খাবেন না,তরমুজ ও ডিম একসাথে খাবেন না।,তরমুজ আর ডিম একসাথে খাওয়া উচিত নয়।,4.856999465999252,,
 কঠিন বর্জ্য পদার্থ দিয়ে গঠিত হয় এই পাথরগুলো,এই পাথরগুলো কঠিন বর্জ্য পদার্থ দিয়ে তৈরি।,এই পাথরগুলো কঠিন বর্জ্য পদার্থ দ্বারা তৈরি।,2.848674738000227,,
এক গ্লাস দুধে কাজুবাদাম ভিজিয়ে খেলে কী কী উপকার মিলতে পারে,এক গ্লাস দুধে কাজুবাদাম ভিজিয়ে রাখলে কী কী উপকার পাওয়া যায়?,দুধে কাজুবাদাম ভিজিয়ে খেলে কী কী উপকারিতা পাওয়া যায়?,2.1161059140004,,
উত্তেজনা ও চাপের কারণে এর পরিবর্তন ঘটে এবং দ্রুতই এটি স্বাভাবিক হয়ে যায়,এটি উত্তেজনা এবং চাপের কারণে পরিবর্তিত হয় এবং দ্রুত স্বাভাবিক অবস্থায় ফিরে আসে।,উত্তেজনা ও চাপের ফলে এর পরিবর্তন ঘটে এবং তা দ্রুত স্বাভাবিক হয়ে যায়।,2.5891792390002593,,
হুপিং কফের প্রতিষেধক ভ্যাকসিন আছে,হুপিং কাশির বিরুদ্ধে একটি ভ্যাকসিন রয়েছে।,হুপিং কাশি প্রতিরোধের টিকা পাওয়া যায়।,3.227641602999938,,
 পান সাজাবার সময়েও পানের ভেতর মৌরি দেওয়া হয়,মটরশুটি সাজানোর সময় মৌরি যোগ করা হয়।,পান সাজানোর সময়ও পানের ভিতরে মৌরি দেওয়া হয়।,3.25861812400035,,
বিশ্বব্যাপী ডায়াবেটিস রোগীর সংখ্যার ক্রমবর্ধমান বৃদ্ধি ডায়াবেটিসজনিত স্বল্প ও দীর্ঘমেয়াদি জটিলতা এবং এতে মৃত্যু বেড়েই চলছে,বিশ্বব্যাপী ডায়াবেটিস রোগীর ক্রমবর্ধমান সংখ্যা ডায়াবেটিসের কারণে স্বল্প ও দীর্ঘমেয়াদী জটিলতা এবং মৃত্যুকে বাড়িয়ে দেয়।,বিশ্বজুড়ে ডায়াবেটিস রোগীর সংখ্যা বাড়ায় ডায়াবেটিসজনিত স্বল্প ও দীর্ঘমেয়াদি জটিলতা এবং মৃত্যুহারও ক্রমাগত বৃদ্ধি পাচ্ছে।,3.6513976030000777,,
 বংশগত কারণেও পাকস্থলীতে ক্যান্সার হয়,বংশগত কারণেও পেটের ক্যান্সার হয়।,বংশানুক্রমিক কারণেও পাকস্থলিতে ক্যান্সার হতে পারে।,1.0270018539995363,,
জ্বর  অন্য ভাইরাস জ্বরের মতো ডেঙ্গুজ্বর সাত দিনের বেশি থাকে না,"জ্বর অন্যান্য ভাইরাল জ্বরের মতো, ডেঙ্গু জ্বর সাত দিনের বেশি স্থায়ী হয় না।",ডেঙ্গুজ্বর অন্যান্য ভাইরাসজনিত জ্বরের মতো সাত দিনের বেশি স্থায়ী হয় না।,3.1913359609998224,,
এতে খুব একটা ঘাম হয় না কিন্তু রক্ত সঞ্চালন ভালো হয় এবং চর্বি ঝরে যায়,"এটি খুব বেশি ঘাম দেয় না, তবে এটি রক্ত ​​​​সঞ্চালন উন্নত করে এবং চর্বি পোড়ায়।","এই কাজে খুব বেশি ঘাম হয় না, তবে রক্ত সঞ্চালন উন্নত হয় এবং চর্বি কমতে থাকে।",3.560204161999536,,
আমাদের দেশে এই দুটো চিকিৎসাই সাধারণের সামর্থ্য ও আয়ত্তের বাইরে,আমাদের দেশে এই দুটি চিকিৎসা সাধারণ মানুষের সাধ্য ও আয়ত্তের বাইরে।,আমাদের দেশে সাধারণ মানুষের পক্ষে এই দুটি চিকিৎসার খরচ বহন করা সম্ভব নয়।,2.2274806030000036,,
ওর বয়স অনুযায়ী ওর নেওয়ার ক্ষমতাও আপনাকে বুঝতে হবে,তার বয়স অনুযায়ী এটি নেওয়ার ক্ষমতাও আপনাকে বুঝতে হবে।,"ওর বয়সের সাথে সামঞ্জস্য রেখে ও কী নিতে পারে, সেটাও আপনাকে উপলব্ধি করতে হবে।",5.689499210999202,,
